roll_number,department,credit,course_name,course_type,grade,Grade Numerical Value,Total Credits
788020,CE,4,EP871,hasmed_elective,BB,8,32
465496,MA,8,MA716,flexible_elective,BC,7,56
143142,CSE,8,EP809,alc,AP,10,80
971123,MA,3,MA950,honours,AA,10,30
581858,MA,4,ME979,hasmed_elective,BC,7,28
955757,MM,6,EC356,alc,CC,6,36
362471,EE,4,CE393,minor,BB,8,32
703403,EC,4,CSE807,minor,CC,6,24
534763,MA,3,MA304,core,CC,6,18
143142,CSE,3,CSE626,alc,CC,6,18
388969,CSE,4,CE531,minor,AA,10,40
208100,EE,3,EP646,hasmed_elective,CC,6,18
581858,MA,8,MA795,core,AB,9,72
283796,ME,8,MA992,flexible_elective,AP,10,80
194063,EP,3,EC523,hasmed_elective,BB,8,24
928288,CSE,6,CSE701,core,AP,10,60
681499,CH,4,CH189,core,AA,10,40
973158,EE,4,CSE942,alc,AP,10,40
836431,EE,4,EP839,minor,AA,10,40
143856,CE,3,EC502,hasmed_elective,AA,10,30
847809,IE,8,CH505,minor,CC,6,48
589528,EE,4,EE612,core,BB,8,32
180828,CSE,3,EC598,flexible_elective,BB,8,24
582912,CH,3,EC772,minor,AP,10,30
907454,CSE,4,CSE129,department_elective,CC,6,24
388969,CSE,3,MM671,minor,AP,10,30
327122,MM,6,MM480,flexible_elective,AB,9,54
775967,EC,4,IE894,flexible_elective,CC,6,24
143142,CSE,8,CE510,flexible_elective,CC,6,48
572815,CSE,8,IE293,flexible_elective,BB,8,64
589528,EE,3,EE795,honours,AA,10,30
138296,MM,4,CE151,flexible_elective,AB,9,36
500658,CE,4,IE641,hasmed_elective,BB,8,32
750259,MM,4,MM244,department_elective,CC,6,24
465496,MA,3,MA623,honours,BB,8,24
810863,CE,6,CE211,department_elective,BC,7,42
816041,MA,4,EC480,flexible_elective,AB,9,36
836881,MM,6,CE891,hasmed_elective,AA,10,60
180828,CSE,8,ME829,flexible_elective,CC,6,48
841365,MA,4,MA685,honours,BC,7,28
364146,MA,3,MA270,honours,AP,10,30
362471,EE,8,EE872,core,BC,7,56
781075,CE,8,CH642,hasmed_elective,AP,10,80
159438,EE,4,EE212,honours,AA,10,40
845623,EE,4,EE772,department_elective,AB,9,36
721490,EP,4,MM756,minor,AB,9,36
971123,MA,3,MA584,flexible_elective,CC,6,18
630568,EP,8,CH238,minor,AB,9,72
716985,MM,4,EP416,alc,BB,8,32
329535,EC,4,EE443,hasmed_elective,AB,9,36
534763,MA,8,CE673,flexible_elective,AA,10,80
461584,EE,3,CH490,flexible_elective,BC,7,21
379479,MA,8,CH707,flexible_elective,AA,10,80
955757,MM,6,EE379,alc,AA,10,60
203200,CH,3,MM746,alc,CC,6,18
388969,CSE,3,EP921,minor,CC,6,18
588946,MA,6,MA487,core,AA,10,60
955757,MM,4,CE415,department_elective,BC,7,28
381227,CE,8,CSE724,minor,AP,10,80
970791,MA,8,CSE553,alc,AP,10,80
750259,MM,8,MM422,honours,BC,7,56
329535,EC,4,EC149,core,CC,6,24
478606,CE,6,EP888,minor,CC,6,36
208100,EE,8,ME574,alc,CC,6,48
781075,CE,6,CE153,honours,BB,8,48
955757,MM,8,EP159,flexible_elective,AB,9,72
788020,CE,6,CE303,core,BC,7,42
143856,CE,3,EP486,hasmed_elective,AA,10,30
159438,EE,6,CSE482,minor,CC,6,36
572815,CSE,3,EP590,alc,BB,8,24
283796,ME,3,CSE810,flexible_elective,AA,10,30
626000,EC,8,CE259,department_elective,BC,7,56
681499,CH,3,CSE989,hasmed_elective,AB,9,27
986057,ME,4,ME774,honours,AB,9,36
608522,EC,6,ME448,flexible_elective,CC,6,36
871746,IE,3,CE846,hasmed_elective,AP,10,30
998293,ME,3,ME250,honours,BB,8,24
608522,EC,3,ME869,alc,AB,9,27
572815,CSE,3,CE183,alc,BC,7,21
995208,ME,3,ME156,honours,BC,7,21
680096,CH,8,IE155,minor,CC,6,48
733782,CH,6,EE483,minor,CC,6,36
870642,MM,4,MM513,honours,AB,9,36
788020,CE,8,MA501,department_elective,CC,6,48
816041,MA,8,CH168,alc,AA,10,80
810863,CE,4,CE203,core,AP,10,40
851029,CSE,3,ME662,department_elective,AP,10,30
521087,CSE,4,CSE704,hasmed_elective,AB,9,36
970791,MA,4,MA873,core,AB,9,36
124663,EE,8,EE523,honours,BC,7,56
773982,EE,6,EE535,honours,AA,10,60
626000,EC,3,CE406,flexible_elective,AB,9,27
787967,EC,3,EC367,honours,CC,6,18
207443,ME,6,ME432,core,CC,6,36
981238,MM,4,EP493,hasmed_elective,BB,8,32
180828,CSE,4,CH786,department_elective,AA,10,40
630568,EP,3,EP966,honours,AB,9,27
194063,EP,4,CSE640,department_elective,BB,8,32
344265,CSE,6,EE824,hasmed_elective,AB,9,54
871746,IE,4,IE637,core,BB,8,32
379479,MA,6,MA306,core,AB,9,54
692318,CSE,3,CSE567,core,BC,7,21
194063,EP,3,EP167,alc,CC,6,18
907454,CSE,8,CSE863,core,CC,6,48
971123,MA,6,MA825,core,BC,7,42
282482,MM,6,MM512,honours,AA,10,60
517837,CH,4,CH572,alc,AA,10,40
782129,MA,6,MM653,minor,AB,9,54
879634,EP,8,MM416,department_elective,AA,10,80
143856,CE,6,ME533,alc,AB,9,54
718510,EP,6,CE586,alc,BB,8,48
907454,CSE,3,CSE419,honours,AP,10,30
608522,EC,4,CE431,alc,BC,7,28
362471,EE,4,MA185,department_elective,BC,7,28
787967,EC,6,EC315,honours,AB,9,54
144528,ME,3,MA457,minor,BC,7,21
834515,MA,6,EE597,hasmed_elective,CC,6,36
851029,CSE,4,MM666,minor,AA,10,40
718510,EP,6,EP713,flexible_elective,AA,10,60
782129,MA,8,MA530,core,AA,10,80
955757,MM,8,MM917,department_elective,CC,6,48
960395,EE,3,EC450,department_elective,BB,8,24
881983,MA,6,EE276,minor,BB,8,48
608522,EC,3,CH958,flexible_elective,AA,10,30
907454,CSE,6,CE107,alc,CC,6,36
581858,MA,4,CH712,minor,CC,6,24
845623,EE,3,MA686,department_elective,CC,6,18
283796,ME,4,ME647,core,AP,10,40
461971,CE,4,CSE463,alc,BB,8,32
144528,ME,8,MA291,alc,AB,9,72
841365,MA,3,MA924,honours,AP,10,30
721490,EP,3,EP276,core,AB,9,27
970791,MA,8,MA666,honours,CC,6,48
750259,MM,6,CH444,alc,BC,7,42
847809,IE,8,ME521,minor,AB,9,72
461971,CE,8,CH846,flexible_elective,AA,10,80
521087,CSE,3,CSE957,honours,AA,10,30
973158,EE,4,IE938,flexible_elective,AB,9,36
379479,MA,4,MA868,honours,BC,7,28
364146,MA,3,MA507,honours,AB,9,27
597353,CSE,6,IE388,alc,AP,10,60
391848,ME,6,MM666,hasmed_elective,CC,6,36
500658,CE,3,CE361,flexible_elective,AP,10,30
871746,IE,6,EP913,hasmed_elective,AB,9,54
787967,EC,8,EP347,flexible_elective,AB,9,72
329535,EC,8,CE503,flexible_elective,BC,7,56
970791,MA,8,EC956,flexible_elective,BB,8,64
971123,MA,4,CSE647,department_elective,CC,6,24
362471,EE,8,EE257,core,CC,6,48
391848,ME,3,EE286,minor,AA,10,30
773982,EE,4,CSE777,minor,CC,6,24
458200,EC,6,MA900,minor,BB,8,48
270007,IE,8,EP706,hasmed_elective,BB,8,64
834515,MA,4,MA172,honours,AP,10,40
750259,MM,4,MM242,core,AP,10,40
597353,CSE,4,EC975,minor,BB,8,32
207443,ME,4,MA526,hasmed_elective,BB,8,32
327122,MM,4,MM312,honours,AP,10,40
781075,CE,8,CE202,core,BC,7,56
888886,CE,4,MM999,department_elective,BB,8,32
955757,MM,6,CSE732,flexible_elective,BB,8,48
124663,EE,3,EC205,department_elective,BC,7,21
613401,CE,4,CSE408,hasmed_elective,BC,7,28
782129,MA,8,MA640,honours,AP,10,80
572815,CSE,4,EE176,flexible_elective,BB,8,32
841365,MA,8,ME174,department_elective,CC,6,48
998293,ME,8,CH312,minor,AP,10,80
582912,CH,6,CH130,honours,CC,6,36
391848,ME,6,ME666,core,BC,7,42
500658,CE,3,EE833,department_elective,BC,7,21
270007,IE,3,CH142,hasmed_elective,BC,7,21
534763,MA,6,MA719,department_elective,AB,9,54
851029,CSE,4,CSE416,honours,AB,9,36
381526,CE,4,EE687,minor,CC,6,24
703403,EC,3,CE656,minor,BB,8,24
581065,EP,4,CH872,department_elective,CC,6,24
461584,EE,4,ME149,department_elective,AA,10,40
847809,IE,4,CH511,minor,AA,10,40
871746,IE,6,EP321,department_elective,BC,7,42
995208,ME,3,MM954,hasmed_elective,AA,10,30
199713,EE,4,MM698,department_elective,CC,6,24
995208,ME,8,ME951,core,AB,9,72
773982,EE,3,EE885,honours,BB,8,24
310604,EE,8,EC816,department_elective,AA,10,80
388969,CSE,8,CSE249,honours,BB,8,64
836881,MM,8,MA625,department_elective,CC,6,48
329535,EC,8,MA593,minor,BB,8,64
836881,MM,4,EE871,minor,AP,10,40
788020,CE,3,CE298,core,AP,10,30
993835,CE,4,IE164,flexible_elective,BC,7,28
208100,EE,8,EE445,core,AB,9,72
881983,MA,8,MA125,honours,AA,10,80
138296,MM,8,IE539,department_elective,AA,10,80
681499,CH,3,CH183,honours,BC,7,21
628849,MA,8,EC157,minor,CC,6,48
388969,CSE,8,EP961,minor,BB,8,64
310604,EE,6,EE861,flexible_elective,AB,9,54
692318,CSE,8,CSE628,honours,AB,9,72
150503,CH,4,CH994,hasmed_elective,AA,10,40
888886,CE,3,MM765,minor,BC,7,21
199713,EE,3,EE856,department_elective,AB,9,27
733782,CH,6,CH754,honours,BC,7,42
379479,MA,4,MA586,honours,AB,9,36
960395,EE,8,EC338,hasmed_elective,AA,10,80
597353,CSE,6,CSE168,core,CC,6,36
847809,IE,4,MA807,department_elective,BC,7,28
681499,CH,6,IE864,hasmed_elective,CC,6,36
458200,EC,6,EC912,core,AB,9,54
379479,MA,3,IE386,flexible_elective,AA,10,30
159438,EE,4,IE120,minor,BC,7,28
144528,ME,8,EE197,flexible_elective,AP,10,80
981238,MM,3,IE402,minor,BB,8,24
500658,CE,8,EP758,alc,AP,10,80
871746,IE,4,IE280,core,BB,8,32
521087,CSE,8,CSE162,honours,AB,9,72
995208,ME,3,MM545,minor,AP,10,30
970791,MA,4,MA703,core,AP,10,40
998293,ME,8,ME122,core,AP,10,80
310604,EE,6,EE955,honours,AP,10,60
613401,CE,4,MA496,minor,AP,10,40
981238,MM,6,EP517,alc,BB,8,48
589528,EE,8,MA622,alc,AP,10,80
721490,EP,6,EP730,core,AA,10,60
329535,EC,6,EC259,core,BB,8,48
461971,CE,8,MA837,department_elective,BB,8,64
781075,CE,6,MA733,minor,AB,9,54
270007,IE,3,EE977,hasmed_elective,BC,7,21
589528,EE,8,EC136,flexible_elective,AB,9,72
581065,EP,3,EP104,core,CC,6,18
358405,MA,4,MA248,core,AP,10,40
973158,EE,3,MA267,minor,BB,8,24
500658,CE,8,CE293,core,AP,10,80
781075,CE,4,EC936,minor,BB,8,32
145372,EP,4,MA383,department_elective,BB,8,32
145372,EP,4,EP485,core,AP,10,40
344265,CSE,3,ME539,hasmed_elective,AP,10,30
879634,EP,8,MM809,alc,BB,8,64
159438,EE,4,IE396,flexible_elective,BB,8,32
692318,CSE,8,CSE574,honours,AP,10,80
733782,CH,3,EC274,flexible_elective,CC,6,18
381526,CE,3,EE329,flexible_elective,BB,8,24
928288,CSE,4,CSE998,core,AB,9,36
388969,CSE,4,CSE139,honours,AP,10,40
358405,MA,6,MA687,honours,AB,9,54
998293,ME,4,MA337,minor,AP,10,40
773982,EE,6,EE741,core,BB,8,48
836431,EE,4,EE603,honours,AA,10,40
207443,ME,8,ME465,core,AA,10,80
981238,MM,4,MM229,core,AB,9,36
907454,CSE,3,CH902,hasmed_elective,AB,9,27
301135,IE,6,MA445,minor,AB,9,54
613401,CE,3,CE394,core,AP,10,30
845623,EE,6,EE985,hasmed_elective,AA,10,60
270007,IE,8,ME771,flexible_elective,BB,8,64
144528,ME,3,ME186,honours,AA,10,30
589528,EE,4,ME691,flexible_elective,AP,10,40
534763,MA,8,MM244,alc,BC,7,56
775967,EC,3,CH177,flexible_elective,BC,7,21
143142,CSE,3,IE714,department_elective,AB,9,27
500658,CE,6,ME879,minor,AB,9,54
194063,EP,8,CSE811,flexible_elective,CC,6,48
582912,CH,4,CH299,core,AA,10,40
907454,CSE,6,CSE377,honours,AB,9,54
608952,EP,3,EP731,department_elective,CC,6,18
733782,CH,4,CE465,flexible_elective,BC,7,28
973158,EE,3,EP169,minor,BC,7,21
960395,EE,3,MA876,minor,AP,10,30
145372,EP,3,ME379,hasmed_elective,AB,9,27
517837,CH,6,IE101,flexible_elective,AP,10,60
283796,ME,8,CSE488,alc,AB,9,72
327122,MM,8,MA474,hasmed_elective,BB,8,64
534763,MA,8,EP606,hasmed_elective,BC,7,56
836431,EE,8,IE441,hasmed_elective,CC,6,48
199713,EE,6,EE153,core,CC,6,36
124663,EE,4,ME114,flexible_elective,CC,6,24
581858,MA,8,CE913,department_elective,CC,6,48
870642,MM,6,CH949,alc,BC,7,42
143142,CSE,6,CE125,alc,BB,8,48
787967,EC,3,ME528,flexible_elective,CC,6,18
388969,CSE,8,CSE821,core,BB,8,64
478606,CE,4,CE685,honours,AB,9,36
834515,MA,6,CH124,flexible_elective,AP,10,60
143856,CE,4,MM321,minor,AP,10,40
194063,EP,4,EP533,honours,BC,7,28
327122,MM,4,ME662,alc,CC,6,24
571782,ME,4,ME802,honours,AP,10,40
628849,MA,6,CSE944,department_elective,BC,7,42
488661,EE,6,IE571,department_elective,BC,7,42
329535,EC,3,CH388,hasmed_elective,AB,9,27
379479,MA,3,MM302,hasmed_elective,BC,7,21
788020,CE,3,CE239,core,BC,7,21
458200,EC,8,EC288,core,AA,10,80
721490,EP,4,EP132,core,BB,8,32
960395,EE,6,CE360,alc,AA,10,60
465496,MA,6,MA906,honours,CC,6,36
143856,CE,6,EE908,alc,BB,8,48
703403,EC,8,ME272,minor,BC,7,56
955757,MM,3,MM340,honours,AA,10,30
716985,MM,8,ME782,alc,AP,10,80
871746,IE,4,EE334,alc,BB,8,32
358405,MA,8,CH628,department_elective,BB,8,64
907454,CSE,8,EP165,hasmed_elective,AP,10,80
138296,MM,4,CSE352,department_elective,BC,7,28
810863,CE,4,CE400,core,AA,10,40
773982,EE,6,EE535,honours,BC,7,42
282482,MM,3,MM438,core,AB,9,27
461584,EE,8,CH519,minor,BC,7,56
733782,CH,8,MA312,flexible_elective,AB,9,72
488661,EE,6,CH172,hasmed_elective,CC,6,36
870642,MM,4,MA869,minor,AB,9,36
521087,CSE,6,EE488,alc,BC,7,42
881983,MA,4,MA574,honours,AB,9,36
888886,CE,4,CE774,department_elective,AB,9,36
998293,ME,8,EC446,department_elective,CC,6,48
928288,CSE,3,MA158,hasmed_elective,BC,7,21
488661,EE,4,MA447,minor,BB,8,32
718510,EP,8,MA881,department_elective,BB,8,64
973158,EE,6,MA450,department_elective,AP,10,60
608952,EP,6,IE883,department_elective,AB,9,54
500658,CE,8,CE951,core,BC,7,56
788020,CE,8,IE536,minor,BB,8,64
282482,MM,6,EP564,flexible_elective,AA,10,60
630568,EP,6,EC705,department_elective,CC,6,36
485484,MM,3,EC113,hasmed_elective,BB,8,24
993835,CE,8,ME680,flexible_elective,AB,9,72
680096,CH,3,EE851,department_elective,BC,7,21
362471,EE,3,EE607,hasmed_elective,AP,10,30
379479,MA,3,MA637,core,BB,8,24
482623,IE,8,CSE204,minor,BB,8,64
488661,EE,6,EE712,core,CC,6,36
847809,IE,3,EP234,department_elective,AP,10,30
329535,EC,3,CSE709,flexible_elective,BC,7,21
327122,MM,8,EC173,department_elective,AP,10,80
787967,EC,3,CE323,hasmed_elective,BC,7,21
362471,EE,8,CSE966,flexible_elective,CC,6,48
630568,EP,4,ME670,department_elective,AA,10,40
581858,MA,3,MA106,core,AP,10,30
327122,MM,8,CSE597,flexible_elective,CC,6,48
379479,MA,4,IE947,flexible_elective,AA,10,40
680096,CH,4,CH758,honours,BC,7,28
379479,MA,8,EC767,hasmed_elective,BB,8,64
970791,MA,8,MA724,honours,AP,10,80
199713,EE,6,EE120,core,AA,10,60
851029,CSE,8,MM700,minor,BB,8,64
703403,EC,8,EE173,alc,AA,10,80
581858,MA,3,MA211,core,AP,10,30
388969,CSE,4,EP609,flexible_elective,AB,9,36
327122,MM,8,EE400,hasmed_elective,BB,8,64
138296,MM,3,EE236,alc,AA,10,30
888886,CE,4,CE165,core,BC,7,28
500658,CE,6,CE498,core,AB,9,54
388969,CSE,4,CSE708,core,CC,6,24
581858,MA,4,EE171,flexible_elective,AA,10,40
144528,ME,8,EE434,hasmed_elective,BC,7,56
582912,CH,3,CH721,honours,AA,10,30
781075,CE,4,EC450,department_elective,BB,8,32
283796,ME,4,CE956,alc,AP,10,40
461971,CE,3,CH146,alc,BB,8,24
488661,EE,3,EP780,minor,AA,10,30
180828,CSE,3,EE281,flexible_elective,AB,9,27
781075,CE,4,CE106,honours,BB,8,32
391848,ME,3,EC328,department_elective,AP,10,30
721490,EP,3,EP174,core,BB,8,24
500658,CE,3,MA900,minor,AP,10,30
973158,EE,3,CSE816,minor,BC,7,21
628849,MA,4,CSE229,hasmed_elective,BB,8,32
301135,IE,4,MA555,flexible_elective,BC,7,28
680096,CH,8,CH325,honours,AB,9,72
888886,CE,4,EC870,hasmed_elective,BC,7,28
500658,CE,3,ME945,alc,AP,10,30
851029,CSE,6,CSE105,core,AB,9,54
970791,MA,3,EP473,hasmed_elective,BC,7,21
613401,CE,8,EP445,hasmed_elective,AB,9,72
582912,CH,3,CH764,honours,AB,9,27
993835,CE,6,EE681,department_elective,AB,9,54
388969,CSE,4,IE591,department_elective,BC,7,28
773982,EE,4,MA527,minor,AA,10,40
836881,MM,6,EP287,minor,AA,10,60
981238,MM,6,MM354,department_elective,BC,7,42
888886,CE,6,IE245,minor,BB,8,48
608952,EP,4,CE599,hasmed_elective,BC,7,28
358405,MA,8,MA366,core,AB,9,72
581858,MA,4,MA944,core,AB,9,36
485484,MM,3,IE546,minor,AA,10,30
836881,MM,8,EP777,minor,AA,10,80
626000,EC,3,CH677,minor,AA,10,30
461584,EE,3,CSE284,alc,BC,7,21
836431,EE,6,EE970,honours,AA,10,60
588946,MA,4,MM787,flexible_elective,AP,10,40
782129,MA,6,ME429,alc,BC,7,42
388969,CSE,6,EC186,alc,CC,6,36
998293,ME,6,EC573,department_elective,AB,9,54
159438,EE,4,CH950,alc,AP,10,40
981238,MM,4,MM770,core,AB,9,36
973158,EE,4,EE817,honours,BB,8,32
588946,MA,3,CH556,hasmed_elective,BC,7,21
199713,EE,4,EE103,honours,AP,10,40
488661,EE,4,ME806,hasmed_elective,BC,7,28
203200,CH,3,EC381,hasmed_elective,AA,10,30
851029,CSE,3,EC990,hasmed_elective,AA,10,30
203200,CH,6,CH878,honours,CC,6,36
588946,MA,4,MM457,department_elective,AP,10,40
143142,CSE,3,ME731,alc,AB,9,27
521087,CSE,6,CSE714,core,AB,9,54
960395,EE,6,EE336,honours,CC,6,36
572815,CSE,4,CSE211,honours,AP,10,40
608952,EP,6,EP124,honours,BB,8,48
208100,EE,4,IE268,department_elective,BB,8,32
841365,MA,8,CE701,hasmed_elective,AA,10,80
144528,ME,4,ME984,honours,CC,6,24
775967,EC,4,CSE897,department_elective,AP,10,40
773982,EE,8,EC916,hasmed_elective,BB,8,64
881983,MA,6,ME976,hasmed_elective,AA,10,60
721490,EP,6,EP165,honours,CC,6,36
329535,EC,6,ME622,flexible_elective,AP,10,60
626000,EC,6,CSE669,flexible_elective,BC,7,42
265922,EP,3,CSE800,minor,BB,8,24
630568,EP,6,EP323,honours,AB,9,54
138296,MM,6,MM651,flexible_elective,CC,6,36
143142,CSE,4,MA939,hasmed_elective,AP,10,40
358405,MA,4,ME282,minor,AA,10,40
692318,CSE,4,CSE215,core,BC,7,28
608952,EP,3,ME764,hasmed_elective,BB,8,24
998293,ME,3,EP416,hasmed_elective,AP,10,30
199713,EE,8,CE963,minor,AP,10,80
143142,CSE,6,EE963,hasmed_elective,CC,6,36
500658,CE,8,ME618,alc,BB,8,64
381227,CE,8,CE841,core,AP,10,80
721490,EP,3,EE177,minor,AA,10,30
180828,CSE,8,IE490,alc,CC,6,48
381227,CE,3,CSE864,minor,AP,10,30
680096,CH,6,EE121,alc,CC,6,36
973158,EE,4,EE261,honours,AB,9,36
907454,CSE,4,CSE168,honours,AB,9,36
143856,CE,8,CE423,honours,BC,7,56
329535,EC,8,CE132,minor,AA,10,80
358405,MA,6,EP783,flexible_elective,BB,8,48
836431,EE,4,ME508,hasmed_elective,AB,9,36
344265,CSE,4,ME387,minor,AA,10,40
581065,EP,8,CE913,hasmed_elective,BC,7,56
138296,MM,4,EE644,alc,AA,10,40
871746,IE,6,CH430,alc,AB,9,54
608952,EP,3,MM755,flexible_elective,AA,10,30
344265,CSE,8,ME315,hasmed_elective,AP,10,80
773982,EE,6,EE323,core,CC,6,36
986057,ME,3,ME279,core,BC,7,21
721490,EP,6,IE356,flexible_elective,BC,7,42
521087,CSE,8,CSE544,core,CC,6,48
364146,MA,8,CE202,alc,AB,9,72
465496,MA,6,ME495,minor,BC,7,42
608952,EP,6,EP260,honours,BB,8,48
282482,MM,6,MM204,core,AP,10,60
488661,EE,6,ME959,hasmed_elective,AB,9,54
971123,MA,4,IE882,minor,AP,10,40
582912,CH,6,MA814,alc,BB,8,48
836431,EE,4,EE836,honours,AP,10,40
294697,MM,4,CH461,department_elective,BC,7,28
871746,IE,3,ME451,flexible_elective,AB,9,27
362471,EE,8,IE640,hasmed_elective,AB,9,72
781075,CE,3,MA513,minor,BB,8,24
955757,MM,8,MA244,minor,AP,10,80
145372,EP,8,MA751,department_elective,CC,6,48
482623,IE,6,ME595,department_elective,AA,10,60
834515,MA,8,MA474,honours,CC,6,48
461584,EE,6,CE444,hasmed_elective,BB,8,48
534763,MA,6,CE704,department_elective,AP,10,60
986057,ME,8,ME876,core,AB,9,72
608522,EC,8,EP882,flexible_elective,AP,10,80
301135,IE,3,CH732,alc,AP,10,30
881983,MA,3,MA788,honours,CC,6,18
144528,ME,8,ME473,honours,AP,10,80
143856,CE,3,MM955,alc,BB,8,24
981238,MM,8,MM236,core,AP,10,80
845623,EE,3,CSE249,alc,AA,10,30
928288,CSE,4,MA209,minor,AA,10,40
845623,EE,3,EE707,honours,AP,10,30
364146,MA,8,CSE318,hasmed_elective,BC,7,56
781075,CE,8,IE280,alc,BC,7,56
955757,MM,4,EC487,alc,BB,8,32
207443,ME,6,ME356,core,AA,10,60
588946,MA,6,EP299,flexible_elective,AP,10,60
998293,ME,4,EP144,department_elective,AP,10,40
870642,MM,3,IE377,flexible_elective,AA,10,30
207443,ME,4,EP389,hasmed_elective,CC,6,24
692318,CSE,8,EC972,hasmed_elective,BB,8,64
294697,MM,4,EE705,flexible_elective,AB,9,36
841365,MA,3,MA481,core,AP,10,30
461971,CE,3,CE689,alc,BC,7,21
716985,MM,3,CH894,hasmed_elective,AA,10,30
841365,MA,6,EP316,minor,BB,8,48
458200,EC,3,EC462,core,BB,8,24
703403,EC,6,EC714,honours,AB,9,54
199713,EE,4,CSE899,flexible_elective,AB,9,36
750259,MM,3,MA385,minor,BC,7,21
572815,CSE,4,CSE582,honours,AB,9,36
836431,EE,4,MA997,flexible_elective,CC,6,24
517837,CH,8,CH756,honours,AA,10,80
571782,ME,4,CH909,minor,AB,9,36
364146,MA,4,CSE632,department_elective,AB,9,36
379479,MA,8,EP506,department_elective,CC,6,48
478606,CE,6,EP410,hasmed_elective,AA,10,60
270007,IE,3,IE116,honours,AA,10,30
788020,CE,6,CE847,core,BC,7,42
680096,CH,3,CH692,honours,BB,8,24
588946,MA,4,MA366,hasmed_elective,AB,9,36
588946,MA,3,EE108,department_elective,AA,10,30
265922,EP,6,EP322,honours,AA,10,60
388969,CSE,6,MA212,flexible_elective,AP,10,60
781075,CE,8,CE737,core,BC,7,56
608522,EC,3,CE889,flexible_elective,AA,10,30
143856,CE,3,MM315,department_elective,AB,9,27
180828,CSE,8,IE655,alc,AA,10,80
364146,MA,4,EC149,minor,AA,10,40
703403,EC,8,EC802,core,BB,8,64
485484,MM,8,CE235,department_elective,AP,10,80
500658,CE,6,EE101,alc,BB,8,48
517837,CH,8,EE215,hasmed_elective,BC,7,56
391848,ME,6,EE885,alc,AA,10,60
265922,EP,6,CSE290,minor,CC,6,36
391848,ME,3,EP620,minor,AP,10,30
750259,MM,4,MA426,flexible_elective,AP,10,40
998293,ME,6,EC688,department_elective,AP,10,60
329535,EC,3,EC840,core,CC,6,18
581065,EP,6,EC260,alc,AA,10,60
775967,EC,4,CH149,minor,CC,6,24
208100,EE,8,CSE457,alc,AP,10,80
144528,ME,6,ME503,honours,BC,7,42
465496,MA,8,IE671,minor,BB,8,64
773982,EE,8,EE878,core,AP,10,80
681499,CH,4,EP971,minor,BC,7,28
362471,EE,4,MA101,flexible_elective,BB,8,32
534763,MA,3,CH954,minor,AB,9,27
881983,MA,4,EP334,flexible_elective,CC,6,24
630568,EP,6,EP533,hasmed_elective,BC,7,42
613401,CE,3,CE325,honours,BB,8,24
847809,IE,3,IE128,department_elective,BB,8,24
881983,MA,6,MA622,department_elective,AP,10,60
597353,CSE,4,CSE869,honours,BC,7,28
485484,MM,6,MM145,honours,CC,6,36
960395,EE,6,CSE400,flexible_elective,AA,10,60
788020,CE,8,CSE455,hasmed_elective,BB,8,64
143142,CSE,3,ME507,flexible_elective,BC,7,21
788020,CE,3,CE504,core,CC,6,18
572815,CSE,4,CE658,minor,BB,8,32
364146,MA,8,ME917,hasmed_elective,AA,10,80
478606,CE,3,CE428,core,BC,7,21
628849,MA,8,MM388,minor,AA,10,80
124663,EE,3,EE668,honours,AP,10,30
841365,MA,3,EC690,flexible_elective,AB,9,27
816041,MA,8,CH285,minor,AP,10,80
630568,EP,4,ME491,minor,AB,9,36
782129,MA,4,EC513,hasmed_elective,CC,6,24
928288,CSE,4,CSE386,core,AA,10,40
613401,CE,3,MM576,flexible_elective,AB,9,27
465496,MA,4,MA617,core,AP,10,40
391848,ME,3,EE871,department_elective,BC,7,21
870642,MM,4,CE297,minor,BB,8,32
613401,CE,3,EC944,flexible_elective,BB,8,24
881983,MA,4,CSE460,alc,BC,7,28
834515,MA,6,MA167,core,AB,9,54
692318,CSE,8,MM438,department_elective,AP,10,80
608952,EP,6,EP722,core,BB,8,48
364146,MA,4,CH146,flexible_elective,BB,8,32
845623,EE,6,MA212,department_elective,BC,7,42
143856,CE,8,CE291,core,AB,9,72
750259,MM,3,MA270,alc,BB,8,24
788020,CE,4,CE877,honours,AB,9,36
358405,MA,4,CH556,minor,BC,7,28
488661,EE,6,EE933,honours,BB,8,48
816041,MA,6,MA932,honours,AB,9,54
521087,CSE,3,CSE700,core,BC,7,21
630568,EP,8,MM330,department_elective,CC,6,48
870642,MM,3,MA165,alc,BB,8,24
998293,ME,3,CSE889,department_elective,AB,9,27
265922,EP,4,EE199,minor,AA,10,40
461584,EE,4,EE544,core,AP,10,40
388969,CSE,6,EP435,flexible_elective,BC,7,42
270007,IE,6,MA781,flexible_elective,CC,6,36
207443,ME,4,CSE810,hasmed_elective,BB,8,32
461584,EE,6,EP546,department_elective,CC,6,36
381227,CE,8,MA373,alc,CC,6,48
845623,EE,4,CH220,department_elective,AP,10,40
207443,ME,8,EE564,department_elective,BC,7,56
581065,EP,4,CH440,flexible_elective,CC,6,24
517837,CH,3,CSE403,department_elective,BC,7,21
265922,EP,3,EP987,core,AB,9,27
692318,CSE,6,CSE949,flexible_elective,AA,10,60
993835,CE,4,CE993,honours,BB,8,32
362471,EE,4,CSE188,minor,CC,6,24
327122,MM,3,MM373,honours,BC,7,21
150503,CH,3,CE704,flexible_elective,CC,6,18
